Trial_Number,Sampler,Objective_Value,datetime_start,datetime_complete,Duration,SVM_C,Classifier,Entropy_Delay,Denoiser,EMD_Threshold,Feature,HFD_Kmax,KNN_Metric,KNN_Neighbors,MLP_Learning_Rate,LR_C,MLP_Units,Entropy_Order,PCA_param,RF_MinSamplesSplit,RF_Estimators,SVM_Kernel,WPD_Threshold,WPD_Wavelet,Cache_Size,Classification_Time,SignalProcessing_Time,HPOptimization_Time,State,Random_Seed
75,GP,0.054756852,16:11.0,16:11.7,0 days 00:00:00.640709,,KNN,,NONE,,STAT,,minkowski,3,,,,,1,,,,,,,,0.23,,PRUNED,1
76,GP,0.06761138,16:11.7,16:14.4,0 days 00:00:02.736593,,KNN,,NONE,,STAT,,manhattan,1,,,,,1,,,,,,,,0.23,,PRUNED,1
77,GP,0.063731473,16:14.4,16:15.3,0 days 00:00:00.854146,,KNN,,NONE,,STAT,,euclidean,19,,,,,1,,,,,,,,0.23,,PRUNED,1
78,GP,0.054083284,16:15.3,16:16.3,0 days 00:00:01.053966,,KNN,,NONE,,STAT,,euclidean,18,,,,,1,,,,,,,,0.22,,PRUNED,1
79,GP,0.0591953,16:16.4,16:17.0,0 days 00:00:00.641836,,KNN,,NONE,,STAT,,minkowski,12,,,,,1,,,,,,,,0.22,,PRUNED,1
80,GP,0.052501802,16:17.0,16:17.9,0 days 00:00:00.845306,,KNN,,NONE,,STAT,,euclidean,8,,,,,1,,,,,,,,0.23,,PRUNED,1
81,GP,0.05546202,16:17.9,16:18.5,0 days 00:00:00.668565,,KNN,,NONE,,STAT,,minkowski,6,,,,,1,,,,,,,,0.22,,PRUNED,1
82,GP,0.081209211,16:18.6,16:21.4,0 days 00:00:02.797304,,KNN,,NONE,,STAT,,manhattan,8,,,,,1,,,,,,,,0.23,,PRUNED,1
83,GP,0.057731203,16:21.4,16:22.2,0 days 00:00:00.806758,,KNN,,NONE,,STAT,,euclidean,15,,,,,1,,,,,,,,0.22,,PRUNED,1
84,GP,0.068121475,16:22.2,16:24.9,0 days 00:00:02.751558,,KNN,,NONE,,STAT,,manhattan,4,,,,,1,,,,,,,,0.23,,PRUNED,1
85,GP,0.069031552,16:24.9,16:27.7,0 days 00:00:02.706401,,KNN,,NONE,,STAT,,manhattan,3,,,,,1,,,,,,,,0.23,,PRUNED,1
86,GP,0.079231167,16:27.7,16:30.4,0 days 00:00:02.686257,,KNN,,NONE,,STAT,,manhattan,5,,,,,1,,,,,,,,0.22,,PRUNED,1
87,GP,0.088390599,16:30.4,16:33.1,0 days 00:00:02.725573,,KNN,,NONE,,STAT,,manhattan,12,,,,,1,,,,,,,,0.23,,PRUNED,1
88,GP,0.063731473,16:33.1,16:33.9,0 days 00:00:00.822814,,KNN,,NONE,,STAT,,euclidean,19,,,,,1,,,,,,,,0.23,,PRUNED,1
89,GP,0.071248993,16:33.9,16:34.6,0 days 00:00:00.662146,,KNN,,NONE,,STAT,,minkowski,20,,,,,1,,,,,,,,0.23,,PRUNED,1
90,GP,0.08750214,16:34.6,16:37.5,0 days 00:00:02.851182,,KNN,,NONE,,STAT,,manhattan,9,,,,,1,,,,,,,,0.23,,PRUNED,1
91,GP,0.058245405,16:37.5,16:38.3,0 days 00:00:00.811611,,KNN,,NONE,,STAT,,euclidean,13,,,,,1,,,,,,,,0.23,,PRUNED,1
92,GP,0.057731203,16:38.3,16:39.1,0 days 00:00:00.817648,,KNN,,NONE,,STAT,,euclidean,15,,,,,1,,,,,,,,0.23,,PRUNED,1
93,GP,0.057731203,16:39.1,16:40.0,0 days 00:00:00.836462,,KNN,,NONE,,STAT,,euclidean,15,,,,,1,,,,,,,,0.22,,PRUNED,1
94,GP,0.049347895,16:40.0,16:40.8,0 days 00:00:00.835212,,KNN,,NONE,,STAT,,euclidean,2,,,,,1,,,,,,,,0.22,,PRUNED,1
95,GP,0.073967372,16:40.8,16:43.6,0 days 00:00:02.759700,,KNN,,NONE,,STAT,,manhattan,7,,,,,1,,,,,,,,0.23,,PRUNED,1
96,GP,0.055413875,16:43.6,16:44.4,0 days 00:00:00.819231,,KNN,,NONE,,STAT,,euclidean,11,,,,,1,,,,,,,,0.23,,PRUNED,1
97,GP,0.049347895,16:44.4,16:45.3,0 days 00:00:00.833617,,KNN,,NONE,,STAT,,euclidean,2,,,,,1,,,,,,,,0.23,,PRUNED,1
98,GP,0.054756852,16:45.3,16:45.9,0 days 00:00:00.671914,,KNN,,NONE,,STAT,,minkowski,3,,,,,1,,,,,,,,0.23,,PRUNED,1
99,GP,0.047383691,16:46.0,16:46.6,0 days 00:00:00.678425,,KNN,,NONE,,STAT,,minkowski,4,,,,,1,,,,,,,,0.23,,PRUNED,1
100,GP,0.068121475,16:46.6,16:49.5,0 days 00:00:02.847702,,KNN,,NONE,,STAT,,manhattan,4,,,,,1,,,,,,,,0.24,,PRUNED,1
101,GP,0.088390599,16:49.5,16:52.2,0 days 00:00:02.722134,,KNN,,NONE,,STAT,,manhattan,12,,,,,1,,,,,,,,0.23,,PRUNED,1
102,GP,0.047383691,16:52.2,16:53.1,0 days 00:00:00.867983,,KNN,,NONE,,STAT,,euclidean,4,,,,,1,,,,,,,,0.24,,PRUNED,1
103,GP,0.088390599,16:53.1,16:55.9,0 days 00:00:02.743063,,KNN,,NONE,,STAT,,manhattan,12,,,,,1,,,,,,,,0.24,,PRUNED,1
104,GP,0.071248993,16:55.9,16:56.5,0 days 00:00:00.665903,,KNN,,NONE,,STAT,,minkowski,20,,,,,1,,,,,,,,0.22,,PRUNED,1
105,GP,0.054083284,16:56.5,16:57.4,0 days 00:00:00.864369,,KNN,,NONE,,STAT,,euclidean,18,,,,,1,,,,,,,,0.23,,PRUNED,1
106,GP,0.098526895,16:57.4,17:00.3,0 days 00:00:02.831778,,KNN,,NONE,,STAT,,manhattan,16,,,,,1,,,,,,,,0.31,,PRUNED,1
107,GP,0.08166977,17:00.3,17:03.1,0 days 00:00:02.822327,,KNN,,NONE,,STAT,,manhattan,13,,,,,1,,,,,,,,0.23,,PRUNED,1
108,GP,0.057443771,17:03.1,17:03.9,0 days 00:00:00.801198,,KNN,,NONE,,STAT,,euclidean,16,,,,,1,,,,,,,,0.23,,PRUNED,1
109,GP,0.079231167,17:03.9,17:06.6,0 days 00:00:02.731613,,KNN,,NONE,,STAT,,manhattan,5,,,,,1,,,,,,,,0.23,,PRUNED,1
110,GP,0.05546202,17:06.7,17:07.3,0 days 00:00:00.679963,,KNN,,NONE,,STAT,,minkowski,6,,,,,1,,,,,,,,0.25,,PRUNED,1
111,GP,0.054118378,17:07.4,17:08.1,0 days 00:00:00.750297,,KNN,,NONE,,STAT,,minkowski,7,,,,,1,,,,,,,,0.22,,PRUNED,1
112,GP,0.08750214,17:08.1,17:10.8,0 days 00:00:02.723535,,KNN,,NONE,,STAT,,manhattan,9,,,,,1,,,,,,,,0.23,,PRUNED,1
113,GP,0.044293818,17:10.8,17:11.5,0 days 00:00:00.660425,,KNN,,NONE,,STAT,,minkowski,10,,,,,1,,,,,,,,0.23,,PRUNED,1
114,GP,0.042891438,17:11.5,17:12.3,0 days 00:00:00.826146,,KNN,,NONE,,STAT,,euclidean,9,,,,,1,,,,,,,,0.23,,PRUNED,1
115,GP,0.069031552,17:12.4,17:15.1,0 days 00:00:02.744064,,KNN,,NONE,,STAT,,manhattan,3,,,,,1,,,,,,,,0.23,,PRUNED,1
116,GP,0.057443771,17:15.1,17:15.8,0 days 00:00:00.639730,,KNN,,NONE,,STAT,,minkowski,16,,,,,1,,,,,,,,0.23,,PRUNED,1
117,GP,0.065657658,17:15.8,17:18.5,0 days 00:00:02.710042,,KNN,,NONE,,STAT,,manhattan,2,,,,,1,,,,,,,,0.23,,PRUNED,1
118,GP,0.047383691,17:18.5,17:19.3,0 days 00:00:00.791284,,KNN,,NONE,,STAT,,euclidean,4,,,,,1,,,,,,,,0.23,,PRUNED,1
119,GP,0.055413875,17:19.3,17:20.1,0 days 00:00:00.825784,,KNN,,NONE,,STAT,,euclidean,11,,,,,1,,,,,,,,0.23,,PRUNED,1
120,GP,0.054612138,17:20.1,17:20.9,0 days 00:00:00.804949,,KNN,,NONE,,STAT,,euclidean,1,,,,,1,,,,,,,,0.23,,PRUNED,1
121,GP,0.063731473,17:20.9,17:21.6,0 days 00:00:00.677492,,KNN,,NONE,,STAT,,minkowski,19,,,,,1,,,,,,,,0.23,,PRUNED,1
122,GP,0.08750214,17:21.6,17:24.4,0 days 00:00:02.802865,,KNN,,NONE,,STAT,,manhattan,9,,,,,1,,,,,,,,0.23,,PRUNED,1
123,GP,0.054756852,17:24.5,17:25.3,0 days 00:00:00.824475,,KNN,,NONE,,STAT,,euclidean,3,,,,,1,,,,,,,,0.23,,PRUNED,1
124,GP,0.09181853,17:25.3,17:28.0,0 days 00:00:02.687720,,KNN,,NONE,,STAT,,manhattan,18,,,,,1,,,,,,,,0.22,,PRUNED,1
125,GP,0.088300323,17:28.0,17:30.8,0 days 00:00:02.836645,,KNN,,NONE,,STAT,,manhattan,11,,,,,1,,,,,,,,0.23,,PRUNED,1
126,GP,0.054756852,17:30.8,17:31.5,0 days 00:00:00.667200,,KNN,,NONE,,STAT,,minkowski,3,,,,,1,,,,,,,,0.24,,PRUNED,1
127,GP,0.0591953,17:31.5,17:32.3,0 days 00:00:00.781296,,KNN,,NONE,,STAT,,euclidean,12,,,,,1,,,,,,,,0.23,,PRUNED,1
128,GP,0.053797786,17:32.3,17:33.1,0 days 00:00:00.814748,,KNN,,NONE,,STAT,,euclidean,14,,,,,1,,,,,,,,0.23,,PRUNED,1
129,GP,0.047383691,17:33.1,17:34.0,0 days 00:00:00.851617,,KNN,,NONE,,STAT,,minkowski,4,,,,,1,,,,,,,,0.22,,PRUNED,1
130,GP,0.079231167,17:34.0,17:36.7,0 days 00:00:02.732859,,KNN,,NONE,,STAT,,manhattan,5,,,,,1,,,,,,,,0.23,,PRUNED,1
131,GP,0.071248993,17:36.7,17:37.4,0 days 00:00:00.660461,,KNN,,NONE,,STAT,,minkowski,20,,,,,1,,,,,,,,0.24,,PRUNED,1
132,GP,0.08166977,17:37.4,17:40.2,0 days 00:00:02.784665,,KNN,,NONE,,STAT,,manhattan,13,,,,,1,,,,,,,,0.24,,PRUNED,1
133,GP,0.081209211,17:40.2,17:42.9,0 days 00:00:02.704474,,KNN,,NONE,,STAT,,manhattan,8,,,,,1,,,,,,,,0.22,,PRUNED,1
134,GP,0.092574083,17:42.9,17:45.7,0 days 00:00:02.795523,,KNN,,NONE,,STAT,,manhattan,17,,,,,1,,,,,,,,0.23,,PRUNED,1
135,GP,0.054083284,17:45.7,17:46.6,0 days 00:00:00.819915,,KNN,,NONE,,STAT,,euclidean,18,,,,,1,,,,,,,,0.23,,PRUNED,1
136,GP,0.09181853,17:46.6,17:49.3,0 days 00:00:02.760171,,KNN,,NONE,,STAT,,manhattan,18,,,,,1,,,,,,,,0.23,,PRUNED,1
137,GP,0.058245405,17:49.3,17:50.2,0 days 00:00:00.822208,,KNN,,NONE,,STAT,,euclidean,13,,,,,1,,,,,,,,0.23,,PRUNED,1
138,GP,0.042891438,17:50.2,17:51.0,0 days 00:00:00.871246,,KNN,,NONE,,STAT,,euclidean,9,,,,,1,,,,,,,,0.23,,PRUNED,1
139,GP,0.047383691,17:51.1,17:51.7,0 days 00:00:00.633474,,KNN,,NONE,,STAT,,minkowski,4,,,,,1,,,,,,,,0.23,,PRUNED,1
140,GP,0.053797786,17:51.7,17:52.3,0 days 00:00:00.632769,,KNN,,NONE,,STAT,,minkowski,14,,,,,1,,,,,,,,0.23,,PRUNED,1
141,GP,0.049800625,17:52.3,17:53.2,0 days 00:00:00.829791,,KNN,,NONE,,STAT,,euclidean,5,,,,,1,,,,,,,,0.23,,PRUNED,1
142,GP,0.065657658,17:53.2,17:56.0,0 days 00:00:02.774036,,KNN,,NONE,,STAT,,manhattan,2,,,,,1,,,,,,,,0.24,,PRUNED,1
143,GP,0.058245405,17:56.0,17:56.6,0 days 00:00:00.641546,,KNN,,NONE,,STAT,,minkowski,13,,,,,1,,,,,,,,0.23,,PRUNED,1
144,GP,0.09181853,17:56.6,17:59.5,0 days 00:00:02.864681,,KNN,,NONE,,STAT,,manhattan,18,,,,,1,,,,,,,,0.23,,PRUNED,1
145,GP,0.082248539,17:59.5,18:02.2,0 days 00:00:02.737644,,KNN,,NONE,,STAT,,manhattan,10,,,,,1,,,,,,,,0.23,,PRUNED,1
146,GP,0.058392757,18:02.3,18:03.1,0 days 00:00:00.862254,,KNN,,NONE,,STAT,,euclidean,17,,,,,1,,,,,,,,0.24,,PRUNED,1
147,GP,0.054756852,18:03.1,18:03.8,0 days 00:00:00.634938,,KNN,,NONE,,STAT,,minkowski,3,,,,,1,,,,,,,,0.24,,PRUNED,1
148,GP,0.053797786,18:03.8,18:04.7,0 days 00:00:00.952232,,KNN,,NONE,,STAT,,euclidean,14,,,,,1,,,,,,,,0.23,,PRUNED,1
149,GP,0.071248993,18:04.7,18:05.6,0 days 00:00:00.829763,,KNN,,NONE,,STAT,,euclidean,20,,,,,1,,,,,,,,0.23,,PRUNED,1
150,GP,0.058245405,18:05.6,18:06.4,0 days 00:00:00.847831,,KNN,,NONE,,STAT,,euclidean,13,,,,,1,,,,,,,,0.24,,PRUNED,1
151,GP,0.0591953,18:06.4,18:07.3,0 days 00:00:00.853167,,KNN,,NONE,,STAT,,euclidean,12,,,,,1,,,,,,,,0.26,,PRUNED,1
152,GP,0.086823884,18:07.3,18:10.0,0 days 00:00:02.694074,,KNN,,NONE,,STAT,,manhattan,19,,,,,1,,,,,,,,0.23,,PRUNED,1
153,GP,0.047383691,18:10.0,18:10.7,0 days 00:00:00.713093,,KNN,,NONE,,STAT,,minkowski,4,,,,,1,,,,,,,,0.26,,PRUNED,1
154,GP,0.054612138,18:10.7,18:11.4,0 days 00:00:00.662861,,KNN,,NONE,,STAT,,minkowski,1,,,,,1,,,,,,,,0.24,,PRUNED,1
155,GP,0.053797786,18:11.4,18:12.1,0 days 00:00:00.691143,,KNN,,NONE,,STAT,,minkowski,14,,,,,1,,,,,,,,0.23,,PRUNED,1
156,GP,0.054118378,18:12.1,18:13.0,0 days 00:00:00.867376,,KNN,,NONE,,STAT,,euclidean,7,,,,,1,,,,,,,,0.24,,PRUNED,1
157,GP,0.054612138,18:13.0,18:13.8,0 days 00:00:00.803764,,KNN,,NONE,,STAT,,euclidean,1,,,,,1,,,,,,,,0.22,,PRUNED,1
158,GP,0.042891438,18:13.8,18:14.4,0 days 00:00:00.610734,,KNN,,NONE,,STAT,,minkowski,9,,,,,1,,,,,,,,0.23,,PRUNED,1
159,GP,0.052501802,18:14.4,18:15.3,0 days 00:00:00.866670,,KNN,,NONE,,STAT,,minkowski,8,,,,,1,,,,,,,,0.24,,PRUNED,1
160,GP,0.081209211,18:15.3,18:18.0,0 days 00:00:02.722311,,KNN,,NONE,,STAT,,manhattan,8,,,,,1,,,,,,,,0.24,,PRUNED,1
161,GP,0.071248993,18:18.0,18:18.8,0 days 00:00:00.720160,,KNN,,NONE,,STAT,,minkowski,20,,,,,1,,,,,,,,0.24,,PRUNED,1
162,GP,0.049347895,18:18.8,18:19.5,0 days 00:00:00.690656,,KNN,,NONE,,STAT,,minkowski,2,,,,,1,,,,,,,,0.23,,PRUNED,1
163,GP,0.068121475,18:19.5,18:22.2,0 days 00:00:02.719348,,KNN,,NONE,,STAT,,manhattan,4,,,,,1,,,,,,,,0.23,,PRUNED,1
164,GP,0.082248539,18:22.2,18:24.9,0 days 00:00:02.724882,,KNN,,NONE,,STAT,,manhattan,10,,,,,1,,,,,,,,0.23,,PRUNED,1
165,GP,0.088300323,18:24.9,18:27.8,0 days 00:00:02.842356,,KNN,,NONE,,STAT,,manhattan,11,,,,,1,,,,,,,,0.35,,PRUNED,1
166,GP,0.057731203,18:27.8,18:28.4,0 days 00:00:00.645331,,KNN,,NONE,,STAT,,minkowski,15,,,,,1,,,,,,,,0.23,,PRUNED,1
167,GP,0.055413875,18:28.5,18:29.3,0 days 00:00:00.827678,,KNN,,NONE,,STAT,,euclidean,11,,,,,1,,,,,,,,0.24,,PRUNED,1
168,GP,0.042891438,18:29.3,18:29.9,0 days 00:00:00.637367,,KNN,,NONE,,STAT,,minkowski,9,,,,,1,,,,,,,,0.24,,PRUNED,1
169,GP,0.095071424,18:30.0,18:32.8,0 days 00:00:02.802898,,KNN,,NONE,,STAT,,manhattan,20,,,,,1,,,,,,,,0.24,,PRUNED,1
170,GP,0.057443771,18:32.8,18:33.4,0 days 00:00:00.657396,,KNN,,NONE,,STAT,,minkowski,16,,,,,1,,,,,,,,0.23,,PRUNED,1
171,GP,0.098526895,18:33.4,18:36.4,0 days 00:00:02.930127,,KNN,,NONE,,STAT,,manhattan,16,,,,,1,,,,,,,,0.25,,PRUNED,1
172,GP,0.079231167,18:36.4,18:39.1,0 days 00:00:02.721152,,KNN,,NONE,,STAT,,manhattan,5,,,,,1,,,,,,,,0.23,,PRUNED,1
173,GP,0.086875719,18:39.1,18:41.9,0 days 00:00:02.755674,,KNN,,NONE,,STAT,,manhattan,14,,,,,1,,,,,,,,0.22,,PRUNED,1
174,GP,0.054756852,18:41.9,18:42.7,0 days 00:00:00.834706,,KNN,,NONE,,STAT,,euclidean,3,,,,,1,,,,,,,,0.23,,PRUNED,1
175,GP,0.0591953,18:42.7,18:43.6,0 days 00:00:00.840524,,KNN,,NONE,,STAT,,euclidean,12,,,,,1,,,,,,,,0.23,,PRUNED,1
176,GP,0.063731473,18:43.6,18:44.2,0 days 00:00:00.665710,,KNN,,NONE,,STAT,,minkowski,19,,,,,1,,,,,,,,0.23,,PRUNED,1
177,GP,0.054118378,18:44.3,18:45.1,0 days 00:00:00.822307,,KNN,,NONE,,STAT,,euclidean,7,,,,,1,,,,,,,,0.22,,PRUNED,1
178,GP,0.09181853,18:45.1,18:47.9,0 days 00:00:02.834905,,KNN,,NONE,,STAT,,manhattan,18,,,,,1,,,,,,,,0.22,,PRUNED,1
179,GP,0.0696835,18:47.9,18:50.7,0 days 00:00:02.747420,,KNN,,NONE,,STAT,,manhattan,6,,,,,1,,,,,,,,0.23,,PRUNED,1
180,GP,0.053797786,18:50.7,18:51.4,0 days 00:00:00.743577,,KNN,,NONE,,STAT,,minkowski,14,,,,,1,,,,,,,,0.23,,PRUNED,1
181,GP,0.079231167,18:51.5,18:54.2,0 days 00:00:02.723512,,KNN,,NONE,,STAT,,manhattan,5,,,,,1,,,,,,,,0.23,,PRUNED,1
182,GP,0.065657658,18:54.2,18:56.9,0 days 00:00:02.739117,,KNN,,NONE,,STAT,,manhattan,2,,,,,1,,,,,,,,0.23,,PRUNED,1
183,GP,0.05546202,18:56.9,18:57.6,0 days 00:00:00.658752,,KNN,,NONE,,STAT,,minkowski,6,,,,,1,,,,,,,,0.23,,PRUNED,1
184,GP,0.095071424,18:57.6,19:00.4,0 days 00:00:02.758101,,KNN,,NONE,,STAT,,manhattan,20,,,,,1,,,,,,,,0.23,,PRUNED,1
185,GP,0.098526895,19:00.4,19:03.2,0 days 00:00:02.783712,,KNN,,NONE,,STAT,,manhattan,16,,,,,1,,,,,,,,0.24,,PRUNED,1
186,GP,0.057443771,19:03.2,19:04.0,0 days 00:00:00.834858,,KNN,,NONE,,STAT,,euclidean,16,,,,,1,,,,,,,,0.23,,PRUNED,1
187,GP,0.073967372,19:04.0,19:06.8,0 days 00:00:02.774733,,KNN,,NONE,,STAT,,manhattan,7,,,,,1,,,,,,,,0.24,,PRUNED,1
188,GP,0.042891438,19:06.8,19:07.9,0 days 00:00:01.039171,,KNN,,NONE,,STAT,,euclidean,9,,,,,1,,,,,,,,0.17,,PRUNED,1
189,GP,0.069031552,19:07.9,19:10.5,0 days 00:00:02.666815,,KNN,,NONE,,STAT,,manhattan,3,,,,,1,,,,,,,,0.17,,PRUNED,1
190,GP,0.08166977,19:10.5,19:13.2,0 days 00:00:02.687655,,KNN,,NONE,,STAT,,manhattan,13,,,,,1,,,,,,,,0.17,,PRUNED,1
191,GP,0.058392757,19:13.2,19:13.8,0 days 00:00:00.579893,,KNN,,NONE,,STAT,,minkowski,17,,,,,1,,,,,,,,0.17,,PRUNED,1
192,GP,0.086875719,19:13.8,19:16.6,0 days 00:00:02.737585,,KNN,,NONE,,STAT,,manhattan,14,,,,,1,,,,,,,,0.17,,PRUNED,1
193,GP,0.049800625,19:16.6,19:17.3,0 days 00:00:00.730632,,KNN,,NONE,,STAT,,minkowski,5,,,,,1,,,,,,,,0.17,,PRUNED,1
194,GP,0.049347895,19:17.3,19:17.9,0 days 00:00:00.560236,,KNN,,NONE,,STAT,,minkowski,2,,,,,1,,,,,,,,0.17,,PRUNED,1
195,GP,0.092574083,19:17.9,19:20.6,0 days 00:00:02.665344,,KNN,,NONE,,STAT,,manhattan,17,,,,,1,,,,,,,,0.18,,PRUNED,1
196,GP,0.071248993,19:20.6,19:21.2,0 days 00:00:00.620250,,KNN,,NONE,,STAT,,minkowski,20,,,,,1,,,,,,,,0.17,,PRUNED,1
197,GP,0.054118378,19:21.2,19:22.1,0 days 00:00:00.878673,,KNN,,NONE,,STAT,,euclidean,7,,,,,1,,,,,,,,0.17,,PRUNED,1
198,GP,0.063731473,19:22.1,19:22.7,0 days 00:00:00.567520,,KNN,,NONE,,STAT,,minkowski,19,,,,,1,,,,,,,,0.17,,PRUNED,1
199,GP,0.092202067,19:22.7,19:25.3,0 days 00:00:02.658403,,KNN,,NONE,,STAT,,manhattan,15,,,,,1,,,,,,,,0.17,,PRUNED,1
0,GP,0.05905,45:23.7,45:30.4,0 days 00:00:06.721647,,MLP,5,WPD,,ENT,,,,0.002327068,,2,2,0.6,,,,0.65,sym9,80270.85,6.32,0.26,0.061930456,COMPLETE,42
1,GP,0.01985,45:30.4,45:33.0,0 days 00:00:02.516517,,MLP,2,NONE,,ENT,,,,0.023359635,,1,5,0.65,,,,,,80270.85,2.23,0.15,0.052156715,COMPLETE,42
2,GP,0.20946,45:33.0,45:59.4,0 days 00:00:26.475858,4.067908494,SVM,,NONE,,COV,,,,,,,,0.8,,,rbf,,,80270.85,25.77,0.54,0.033878574,COMPLETE,42
3,GP,0.04817,45:59.5,46:05.3,0 days 00:00:05.826010,,RF,,WPD,,STAT,,,,,,,,0.5,710,252,,0.15,sym9,80270.85,5.27,0.38,0.066102057,COMPLETE,42
4,GP,0.14555,46:05.3,46:07.8,0 days 00:00:02.511915,,KNN,,EMD,0.05,FRAC,6,manhattan,16,,,,,0.8,,,,,,80270.85,2.12,0.26,0.045441408,COMPLETE,42
5,GP,0.20083,46:07.8,46:10.0,0 days 00:00:02.122355,,LR,,WPD,,COV,,,,,0.633440416,,,0.9,,,,0.55,db4,80270.85,1.2,0.74,0.043416519,COMPLETE,42
6,GP,-0.018474101,46:10.0,46:18.1,0 days 00:00:08.097900,5.182609891,SVM,5,WPD,,ENT,,,,,,,4,0.65,,,sigmoid,0.5,sym9,,,0.21,,PRUNED,42
7,GP,-0.019717887,46:18.1,46:25.2,0 days 00:00:07.092450,0.437604463,SVM,,WPD,,WAVE,,,,,,,,0.6,,,sigmoid,0.2,coif1,,,0.47,,PRUNED,42
8,GP,0.060489278,46:25.2,46:27.8,0 days 00:00:02.641823,,RF,,NONE,,FRAC,12,,,,,,,0.55,910,282,,,,,,0.14,,PRUNED,42
9,GP,0.079101083,46:27.8,46:28.3,0 days 00:00:00.483842,,LR,2,WPD,,ENT,,,,,0.779897558,,2,0.95,,,,0.65,db4,,,0.2,,PRUNED,42
10,GP,0.071839442,46:28.3,47:59.6,0 days 00:01:31.302721,,LR,4,EMD,0.1,ENT,,,,,0.568351772,,4,0.85,,,,,,,,91.13,,PRUNED,42
11,GP,0.064703268,47:59.6,48:00.9,0 days 00:00:01.291009,,RF,,WPD,,STAT,,,,,,,,0.85,1010,52,,0.95,db6,,,0.35,,PRUNED,42
12,GP,0.077409991,48:00.9,48:35.3,0 days 00:00:34.304321,,RF,,WPD,,STAT,,,,,,,,0.55,1010,192,,0.7,coif1,,,32.59,,PRUNED,42
13,GP,0.004135541,48:35.3,49:16.5,0 days 00:00:41.189475,0.004897515,SVM,,EMD,0.05,FRAC,20,,,,,,,0.95,,,sigmoid,,,,,29.01,,PRUNED,42
14,GP,-0.016009594,49:16.5,49:23.2,0 days 00:00:06.681189,0.045370457,SVM,,NONE,,WAVE,,,,,,,,0.5,,,sigmoid,,,,,0.39,,PRUNED,42
15,GP,0.056437484,49:23.2,49:23.8,0 days 00:00:00.675621,,KNN,,EMD,0.3,STAT,,manhattan,6,,,,,0.55,,,,,,,,0.35,,PRUNED,42
16,GP,0.067917702,49:23.9,50:58.2,0 days 00:01:34.397747,,LR,8,EMD,0.1,ENT,,,,,0.474226412,,5,0.85,,,,,,,,94.19,,PRUNED,42
17,GP,-0.00964468,50:58.3,51:17.9,0 days 00:00:19.659828,0.000135693,SVM,,WPD,,COV,,,,,,,,0.85,,,rbf,0.95,sym9,,,1.16,,PRUNED,42
18,GP,0.064015032,51:17.9,51:57.4,0 days 00:00:39.508592,,MLP,,WPD,,STAT,,,,0.001723176,,4,,0.9,,,,0.85,coif1,,,32.82,,PRUNED,42
19,GP,0.18719,51:57.5,52:03.4,0 days 00:00:05.904292,0.000327808,SVM,,NONE,,COV,,,,,,,,0.9,,,linear,,,80529.19,4.87,0.86,0.032933006,COMPLETE,42
20,GP,0.19998,52:03.4,53:48.6,0 days 00:01:45.231121,,KNN,6,WPD,,ENT,,manhattan,14,,,,8,0.65,,,,0.45,db4,80548.14,0.5,104.6,0.064960041,COMPLETE,42
21,GP,0.056141474,53:48.6,53:48.9,0 days 00:00:00.281994,,LR,,NONE,,FRAC,33,,,,0.370705083,,,0.7,,,,,,,,0.14,,PRUNED,42
22,GP,0.070495626,53:48.9,53:49.8,0 days 00:00:00.869878,,KNN,,WPD,,WAVE,,minkowski,3,,,,,0.5,,,,0.9,sym9,,,0.49,,PRUNED,42
23,GP,0.139496124,53:49.8,55:32.4,0 days 00:01:42.587623,,RF,7,WPD,,ENT,,,,,,,8,0.85,610,142,,1,sym9,,,101.19,,PRUNED,42
24,GP,0.063941454,55:32.4,57:11.4,0 days 00:01:39.015080,,KNN,7,EMD,0.75,ENT,,minkowski,4,,,,6,0.85,,,,,,,,98.57,,PRUNED,42
25,GP,0.113217463,57:11.4,57:43.2,0 days 00:00:31.802455,,RF,,EMD,0.1,FRAC,35,,,,,,,0.75,310,122,,,,,,30.61,,PRUNED,42
26,GP,0.18435,57:43.2,57:47.9,0 days 00:00:04.661176,,RF,,WPD,,WAVE,,,,,,,,0.85,310,192,,0.55,db4,80607.88,4.01,0.49,0.043117781,COMPLETE,42
27,GP,-0.003383867,57:47.9,57:57.8,0 days 00:00:09.876698,0.089040673,SVM,,EMD,0.35,STAT,,,,,,,,0.65,,,sigmoid,,,,,0.39,,PRUNED,42
28,GP,0.085497609,57:57.8,58:00.8,0 days 00:00:02.981758,,MLP,,WPD,,WAVE,,,,0.003021978,,40,,0.65,,,,0.15,db4,,,0.53,,PRUNED,42
29,GP,0.092195715,58:00.8,58:02.6,0 days 00:00:01.806514,,RF,,EMD,0.4,STAT,,,,,,,,0.55,210,142,,,,,,0.37,,PRUNED,42
30,GP,0.097002314,58:02.6,59:31.6,0 days 00:01:28.996921,,RF,11,WPD,,ENT,,,,,,,3,0.6,510,112,,0.05,db4,,,87.91,,PRUNED,42
31,GP,0.086464779,59:31.6,59:32.6,0 days 00:00:01.000586,,KNN,,EMD,0.5,WAVE,,minkowski,18,,,,,0.55,,,,,,,,0.59,,PRUNED,42
32,GP,0.008076969,59:32.6,59:34.1,0 days 00:00:01.489660,,MLP,,NONE,,STAT,,,,0.002021707,,1,,0.6,,,,,,,,0.29,,PRUNED,42
